street_fi,street_sv,lono,hino
Apajatie,,10,20
Etelälahdentie,,57,87
Haasianharjuntie,,39,115
Helminiemi,,11,
Härköläntie,,9,51
Joensuuntie,,760,1288
Juurusrannantie,,18,22
Jännekaarteentie,,3,117
Jänneniementie,,1,749
Jänneniemi,,,
Jänneranta,,7,27
Jänneveden Iso-Leväsaari,,1,
Jännevirran Aittosaari,,40,80
Jännevirran Puitinsaari,,2,322
Jännevirrantie,,3,682
Karsikkoniemi,,75,101
Kierintie,,13,138
Kiilantie,,20,
Kirjoittajanniemi,,17,27
Kiviniemenranta,,22,26
Koivula,,,
Kopolanniemi,,9,164
Kotkatvedentie,,13,45
Kylmälahti,,2,202
Laasankannantie,,26,68
Launatanlahdentie,,31,86
Launatanpohja,,22,99
Lehtokuja,,4,10
Miilukuja,,11,27
Muuraisentie,,21,
Mäntyniementie,,11,36
Möhkösenlahdentie,,3,29
Mökkiranta,,9,13
Niittyrannantie,,6,28
Pahnionniementie,,43,142
Pekkalantie,,1,109
Pohjalammentie,,27,63
Pohjanpolku,,32,
Pohjantie,,43,62
Pohjoisranta,,4,20
Puitinlahdenpolku,,24,
Puitinlahdentie,,1,103
Puitintie,,3,15
Rantakaarre,,18,34
Suotaipaleentie,,31,33
Suotaival,,,
Tuuliranta,,27,
Varjolantie,,21,
Välilammentie,,66,120
