street_fi,street_sv,lono,hino
Aapinkuja,,2,10
Ahvenniementie,,1,265
Akankankaantie,,5,32
Ala-Ollilantie,,1,25
Alarannantie,,74,554
Alasentie,,4,6
Anninkuja,,1,7
Arkkutie,,1,4
Autionkuja,,3,5
Eeruntie,,2,
Enoantintie,,2,8
Erkkiläntie,,2,6
Eteläkaarre,,6,19
Fellmannintie,,1,10
Haaponiementie,,11,180
Hakalahdentie,,3,9
Hakatie,,1,4
Harjunkuja,,1,26
Harjuntie,,2,4
Heikintie,,3,9
Heikkiläntie,,13,42
Helgantie,,2,10
Helkanmäentie,,10,79
Hepokuja,,1,
Hermanninpolku,,1,5
Hernesniementie,,1,55
Hilatie,,1,12
Hirviniementie,,10,20
Hokmanninpolku,,2,4
Huhtiniementie,,,
Hyyrynkuja,,3,18
Hyytisentie,,1,20
Härkäniementie,,10,102
Höökinkankaantie,,25,34
Iisakintie,,5,7
Isosuontie,,7,
Itäkyläntie,,18,435
Itäsaarentie,,1,499
Jaakontie,,2,9
Joelinkuja,,2,5
Jokihelmenkuja,,1,
Jokikyläntie,,664,804
Joonasvainio,,1,11
Jukankuja,,1,7
Jussinluomantie,,2,
Kaisankuja,,2,8
Kankaankuja,,1,3
Kankaantie,,2,8
Kannanlahdentie,,14,
Kaskentie,,15,61
Kaulakkeentie,,4,
Keskisaarentie,,34,81
Kevarintie,,2,13
Kiikkunevantie,,12,60
Kiimalahdentie,,94,129
Kilposentie,,1,
Kivikouluntie,,3,38
Kiviojantie,,4,9
Koirakoskentie,,8,36
Korkeasaarentie,,1,21
Korrintie,,2,73
Koskelantie,,10,170
Kotiahonkuja,,1,11
Kotirannantie,,20,
Kukkulanmäentie,,2,11
Kyrönniementie,,45,116
Kytökankaantie,,4,37
Käpykankaantie,,4,16
Kärnänlenkki,,6,450
Kärnäntie,,2,230
Lammintie,,103,261
Lappajärventie,,812,944
Leunankuja,,2,10
Leväniementie,,54,86
Lukkarinkuja,,1,
Maneesintie,,1,201
Ministerintie,,,
Mustikkamaanlenkki,,10,36
Myllykuja,,3,
Mynkelintie,,1,20
Männiköntie,,11,23
Mäntyrannantie,,36,78
Napsunmatintie,,,
Nikolaintie,,2,6
Nissintie,,1,48
Notkonkuja,,2,
Nykälänkuja,,13,
Nykäläntie,,5,190
Oivankuja,,4,6
Ollilantie,,1,8
Oravantie,,1,33
Pietarinkuja,,1,14
Pietiläntie,,19,35
Pitkäntie,,3,
Poste Restante,,,
Puuminkuja,,6,
Puustellintie,,1,18
Ranta-Ahontie,,155,291
Rantalantie,,1,8
Rantavierre,,2,4
Reinontie,,2,6
Rengintie,,2,5
Riikankuja,,1,5
Rovastilantie,,10,99
Ruustinnantie,,1,9
Salmenkuja,,4,
Salmensillantie,,1,3
Salmentie,,11,
Savikontie,,1,
Savolantie,,3,
Seppälänkuja,,3,
Sepänkuja,,1,3
Suvirannantie,,1,66
Suviranta,,36,
Söyringintie,,74,128
Taavinkuja,,2,10
Taivaltie,,11,87
Taksvärkintie,,1,6
Telatie,,4,
Timonkuja,,1,6
Tornitie,,2,10
Torpantie,,,
Tuhvantie,,1,6
Tuikantie,,13,121
Tummuntie,,1,6
Tupuntie,,1,8
Tyyneläntie,,7,138
Vanhalantie,,1,17
Vanhan Torpantie,,39,
Vartianiementie,,5,183
Vihtorinkuja,,1,5
Viitalantie,,5,42
Villenkuja,,1,6
Vilpuntie,,1,7
Vöyryniementie,,6,38
Yllinkuja,,3,
